       0.8748    1.03081E-03      3.0800
       0.9834    3.50775E-03      3.1532
       1.0847    1.50207E-03      3.2248
       1.0890    1.49209E-03      3.2279
       1.0933    2.96438E-03      3.2310
       1.1876    2.55608E-03      3.3009
       1.1956    2.52370E-03      3.3069
       1.2036    2.49185E-03      3.3130
       1.2837    1.09497E-03      3.3752
       1.2912    2.16337E-03      3.3812
       1.3808    1.86646E-03      3.4538
       1.4417    1.34821E-02      3.5050
       1.4716    8.01006E-04      3.5307
       1.6013    5.76161E-03      3.6467
       2.5280    1.06430E-04      4.7649
       2.5293    2.12256E-04      4.7670
       2.5932    1.85085E-04      4.8701
       2.6450    6.61640E-04      4.9568
       2.6556    8.08059E-05      4.9750
       2.7578    2.89855E-04      5.1572
       3.0811    6.02097E-05      5.8324
       3.0975    5.78091E-05      5.8713
       3.1149    5.53421E-05      5.9135
       3.1156    5.52453E-05      5.9152
       3.1334    1.05666E-04      5.9587
       3.1488    5.08183E-05      5.9969
       3.1501    5.06461E-05      6.0002
       3.1652    4.87426E-05      6.0381
       3.1665    4.85798E-05      6.0414
       3.1781    3.06589E-04      6.0708
       3.1819    2.33513E-05      6.0807
       3.1826    9.32513E-05      6.0824
       3.1839    4.64723E-05      6.0857
       3.1983    4.47759E-05      6.1231
       3.2137    4.30238E-05      6.1635
       3.2300    4.12323E-05      6.2069
       3.2702    1.48378E-04      6.3162
       3.4769    2.09066E-05      6.9460
       3.4778    2.08543E-05      6.9489
       3.4958    1.08815E-04      7.0100
       3.4984    1.96395E-05      7.0186
       3.5191    1.84730E-05      7.0904
       3.5756    4.28735E-05      7.2933
       3.6681    5.84430E-06      7.6516
       3.6916    2.16786E-05      7.7483
       3.7068    1.03184E-05      7.8121
       3.7074    1.02980E-05      7.8147
       3.7127    9.10788E-05      7.8374
       3.7142    1.00704E-05      7.8438
       3.7148    2.01014E-05      7.8464
       3.7222    9.81125E-06      7.8780
       3.7366    9.35471E-06      7.9407
       3.7372    9.33686E-06      7.9433
       3.7582    4.35266E-06      8.0365
       3.7841    3.98886E-05      8.1542
       3.8511    3.16177E-06      8.4761
       3.8728    8.78299E-06      8.5855
       3.8744    5.82197E-06      8.5936
       3.8963    2.69032E-06      8.7073
       3.8965    5.37636E-06      8.7084
       3.9379    4.61628E-06      8.9325
       3.9894    3.79906E-06      9.2273
       3.9936    3.73862E-06      9.2520
       3.9972    3.68718E-05      9.2734
       3.9981    7.34860E-06      9.2788
       3.9983    3.67173E-06      9.2798
